ANOMIA67	POWERL67	ANOMIA71	POWERL71	EDUC	SEI		
10.104	14.52	13.544	15.544	8.015000000000001	0.832 
15.154	18.295	17.889	17.033	10.608	3.108 
13.039	16.116	16.79	14.991	10.639	4.766 
16.161	18.797	12.881	16.732	10.655	4.715 
7.951	7.657	9.345000000000001	12.507	15.201	3.659 
7.986	9.839	10.339	4.4	15.523	3.524 
15.267	16.783	17.756	21.308	7.552	4.916 
9.292	13.004	5.812	14.482	11.153	3.048 
12.803	12.777	15.721	12.87	15.686	6.184 
17.638	18.402	15.87	15.861	8.82	1.965 
19.996	15.985	14.665	11.704	11.408	0.919 
13.957	12.349	8.884	10.348	15.145	4.288 
17.243	18.887	16.552	20.716	8.276	3.214 
14.754	13.572	13.435	15.716	10.261	4.229 
19.269	19.976	18.646	17.751	8.599	2.604 
12.407	12.761	15.201	15.282	9.891999999999999	2.15 
11.774	15.081	13.149	13.47	7.147	3.354 
20.216	18.744	15.825	18.686	11.043	4.001 
10.664	14.949	10.535	12.236	8.055	4.011 
10.487	12.912	10.364	12.946	18.302	7.99 
14.513	15.832	20.785	19.48	17.307	4.841 
8.776999999999999	9.012	8.75	13.695	12.407	4.676 
15.216	16.802	9.521000000000001	13.466	12.234	5.019 
14.05	16.596	13.535	19.481	3.988	-4.644 
10.898	8.720000000000001	11.156	13.154	14.374	6.272 
14.863	16.115	18.726	16.763	6.374	1.766 
12.338	11.892	10.084	12.466	13.549	5.404 
14.872	19.125	18.812	17.216	7.875	3.809 
10.315	12.635	13.219	13.85	15.377	2.879 
13.457	15.38	10.032	9.853	17.509	6.169 
12.963	13.846	19.881	12.412	10.862	2.007 
10.704	15.525	10.159	11.904	11.141	6.304 
12.592	14.702	7.325	11.25	15.106	6.244 
12.357	15.594	11.538	17.355	8.093999999999999	1.812 
13.467	14.024	18.677	13.066	8.978	3.595 
16.029	19.209	16.48	13.809	10.723	2.058 
12.736	17.096	12.578	13.419	12.208	4.182 
12.087	20.678	18.2	19.43	7.641	3.398 
18.518	20.025	17.727	21.692	6.802	0.641 
9.489000000000001	16.176	12.632	13.46	7.145	1.641 
17.828	18.931	18.229	17.504	10.721	2.208 
14.032	13.53	14.331	15.112	13.954	5.706 
18.394	21.064	14.29	16.085	10.161	5.336 
14.163	13.06	14.811	16.875	7.24	2.682 
13.16	17.078	11.641	16.512	9.615	2.123 
17.21	16.076	16.342	17.075	10.445	1.056 
12.879	15.234	11.899	13.549	7.063	4.727 
11.579	14.797	14.647	12.627	9.114000000000001	5.585 
14.323	16.123	18.254	16.111	11.584	2.85 
18.229	19.093	16.407	16.717	9.388	-0.799 
11.32	15.689	8.987	13.749	11.128	4.912 
15.935	15.9	16.341	19.065	8.868	1.331 
17.358	16.127	20.157	18.894	11.376	3.984 
12.446	8.147	12.739	11.326	12.333	6.063 
11.191	14.809	19.1	19.865	12.026	6.639 
15.489	15.696	11.896	13.604	11.475	5.419 
9.846	10.264	14.048	17.008	11.029	4.2 
15.414	16.584	12.323	16.547	13.358	6.477 
16.691	15.349	21.636	20.241	6.888	0.299 
7.763	12.942	10.84	8.67	14.582	5.087 
9.776999999999999	10.397	8.821999999999999	8.757	8.138	2.648 
13.225	12.002	7.375	8.73	14.317	6.862 
12.475	17.466	13.557	13.897	14.984	1.228 
14.398	16.678	13.781	18.567	9.939	2.819 
9.829000000000001	11.515	8.353	12.398	9.590999999999999	5.338 
8.727	12.202	12.081	9.419	11.803	2.706 
17.867	17.785	16.094	17.015	12.3	7.245 
17.443	16.527	13.048	19.519	11.176	3.595 
16.297	17.152	17.793	20.329	3.669	0.324 
13.995	17.992	15.586	16.688	9.794	7.725 
9.313000000000001	15.358	7.08	13.92	12.498	3.282 
10.821	9.211	12.965	13.403	9.943	2.534 
11.994	10.783	16.403	14.906	8.829000000000001	3.318 
14.932	15.763	18.102	14.87	6.686	2.195 
12.417	8.836	9.930999999999999	12.031	7.811	3.382 
16.373	17.143	18.889	18.384	11.122	3.815 
4.029	8.111000000000001	5.038	10.001	13.501	6.787 
12.046	16.563	13.206	19.882	11.01	1.164 
15.719	16.273	16.946	19.602	5.515	3.279 
9.945	10.279	15.442	13.513	11.908	4.218 
14.238	13.988	16.403	16.796	8.073	1.681 
17.259	14.643	11.957	12.43	12.771	5.639 
16.949	16.483	12.644	15.64	9.093	3.051 
10.57	14.352	9.628	14.357	7.064	0.312 
10.01	12.134	16.329	13.424	11.406	2.599 
11.411	13.599	13.085	15.034	11.86	3.543 
12.066	14.409	15.345	17.806	12.603	2.633 
13.02	15.137	12.222	15.883	10.693	2.253 
13.865	19.245	16.111	18.924	10.171	6.748 
15.319	13.79	12.937	12.999	16.07	7.539 
14.972	13.925	6.534	11.17	8.664999999999999	2.574 
8.945	9.678000000000001	16.487	10.316	17.097	5.179 
11.262	18.205	14.428	17.352	13.475	6.129 
11.512	13.103	13.102	10.243	3.097	0.837 
13.642	14.239	16.837	16.744	13.002	4.489 
16.235	16.039	15.044	14.242	12.091	5.007 
14.715	18.637	8.598000000000001	17.258	9.728	1.941 
10.678	12.005	12.055	12.553	7.845	2.376 
8.089	7.203	11.235	14.972	13.831	5.79 
16.934	19.621	20.347	17.935	6.196	2.915 
14.228	20.132	17.884	18.437	11.834	5.502 
12.004	12.923	11.474	13.37	11.954	3.779 
13.716	14.576	18.23	17.04	12.991	3.779 
17.583	17.036	14.062	16.573	9.57	2.538 
16.1	17.802	11.202	14.598	8.413	5.883 
11.479	14.241	12.457	12.133	10.308	4.699 
11.227	12.665	15.865	15.833	13.651	3.261 
19.001	19.097	17.351	22.28	7.908	5.572 
13.624	10.721	11.373	10.372	9.821	3.58 
10.542	8.938000000000001	15.882	14.306	14.58	4.38 
17.62	17.992	16.273	16.07	4.73	2.587 
17.808	17.263	20.879	21.045	4.422	1.298 
13.772	12.369	16.28	12.865	10.784	3.534 
12.178	15.635	22.179	20.222	7.727	1.531 
16.284	15.671	15.86	16.831	6.98	-0.132 
23.191	18.48	18.217	17.809	9.833	2.165 
8.802	10.74	11.073	14.777	14.255	8.747 
11.49	17.291	11.917	12.501	10.512	0.274 
16.516	15.291	14.815	16.711	13.341	4.182 
15.446	14.498	13.607	15.743	12.216	1.601 
18.848	16.639	16.985	15.15	9.106	3.403 
11.203	10.874	16.655	14.526	8.694000000000001	3.378 
14.892	17.423	17.941	21.446	15.827	4.378 
15.236	18.788	22.203	18.853	8.032	1.432 
7.914	12.207	11.616	13.287	12.113	2.458 
12.659	15.204	11.547	17.488	11.169	2.384 
16.832	15.682	15.752	17.661	8.358000000000001	3.264 
13.846	14.096	18.589	19.711	10.171	4.855 
18.322	12.712	18.927	16.9	14.756	5.628 
9.6	14.073	11.784	11.971	11.091	3.798 
18.65	14.105	15.35	13.254	12.147	3.69 
15.33	16.49	17.179	19.29	12.665	2.879 
13.346	12.658	8.85	9.824	11.851	1.728 
16.088	14.978	13.819	15.437	10.541	4.813 
12.726	16.004	13.709	12.649	11.685	7.904 
12.822	16.254	6.95	10.588	13.618	5.941 
7.421	12.217	10.604	12.033	12.609	6.95 
12.318	16.73	10.613	11.133	11.778	3.41 
19.342	17.405	18.652	18.58	5.233	2.823 
18.369	16.806	18.573	16.725	5.855	4.192 
17.495	15.985	18.375	17.036	8.396000000000001	1.604 
18.761	17.86	13.506	13.111	9.669	3.2 
14.952	14.633	14.034	13.426	12.956	6.919 
18.206	16.397	13.491	18.862	11.867	2.043 
9.526	14.582	11.054	14.131	10.005	2 
13.355	15.13	13.431	13.018	9.166	1.525 
19.065	17.525	16	16.024	12.425	6.692 
14.266	15.503	11.688	14.881	13.363	1.869 
10.089	13.928	6.991	10.894	15.387	2.788 
17.602	17.058	20.211	14.729	9.798999999999999	2.549 
9.103	5.411	7.317	7.514	14.971	3.384 
16.31	11.401	13.443	15.055	11.462	3.542 
10.597	8.939	10.643	12.009	11.64	3.534 
12.812	11.856	6.764	13.067	13.11	5.752 
13.328	15.443	14.673	18.953	7.088	2.654 
12.485	20.525	11.503	14.706	8.032999999999999	3.144 
15.696	16.784	15.749	13.332	11.094	2.15 
7.325	12.062	9.536	15.658	13.056	5.04 
14.551	18.817	16.56	18.791	8.632999999999999	2.193 
14.436	18.944	18.234	20.05	8.566000000000001	2.845 
8.922000000000001	9.050000000000001	14.736	16.832	9.862	5.534 
13.661	10.62	11.271	15.586	13.005	4.445 
9.929	14.379	12.811	19.001	11.789	2.438 
16.847	13.353	12.886	10.474	16.554	7.743 
13.411	12.152	13.701	11.613	11.787	1.323 
13.93	11.608	11.665	16.618	9.096	1.908 
6.459	10.775	10.696	13.697	15.024	4.374 
15.532	14.107	11.1	11.643	11.662	1.427 
15.309	14.405	14.518	11.431	11.643	3.977 
16.272	11.11	15.152	12.451	15.607	5.929 
10.961	16.419	10.346	13.769	14.944	8.115 
14.992	15.469	13.54	13.555	11.879	2.279 
10.783	15.58	6.268	15.654	8.114000000000001	4.336 
12.397	11.736	10.093	13.461	12.13	4.392 
13.735	14.228	17.873	18.862	8.526999999999999	-1.757 
8.021000000000001	13.678	13.293	11.591	13.674	6.451 
14.125	13.282	12.789	11.891	14.361	4.798 
8.968	14.342	9.601000000000001	17.242	16.395	6.389 
13.207	15.185	12.483	15.794	9.044	6.378 
7.802	13.338	11.531	10.827	6.632	3.88 
14.853	15.016	18.935	19.871	7.957	-9.8E-02 
15.298	15.463	14.235	13.358	10.903	5.315 
9.507999999999999	14.514	11.369	15.39	14.407	7.063 
8.459	13.487	3.735	7.32	12.429	4.087 
11.035	17.372	13.971	18.323	11.124	2.04 
14.676	16.769	16.454	16.83	14.233	5.313 
15.042	15.193	19.678	16.257	6.775	2.924 
11.331	14.987	18.532	16.663	6.801	1.769 
18.969	17.638	17.517	18.062	8.396000000000001	0.19 
11.785	17.284	17.339	17.152	8.006	1.84 
12.056	10.948	12.538	13.856	9.881	0.658 
15.619	17.52	15.072	15.074	7.242	4.338 
9.449999999999999	11.166	11.781	14.535	10.2	4.492 
8.898	6.99	11.123	11.047	12.534	5.691 
18.544	19.779	17.518	18.98	6.615	2.915 
22.27	20.986	20.111	19.248	-8.799999999999999E-02	-1.025 
17.928	16.08	18.525	19.496	13.193	5.436 
16.89	16.666	13.938	17.644	13.651	2.511 
15.877	11.815	18.743	15.99	4.302	0.151 
13.753	11.66	14.217	16.047	16.132	7.344 
17.512	17.356	12.567	13.803	8.798999999999999	3.707 
12.107	11.284	11.137	10.998	12.614	6.119 
10.431	9.449	14.422	14.157	10.886	1.97 
10.77	13.333	12.92	12.381	9.755000000000001	0.273 
14.532	15.219	15.196	15.368	8.593999999999999	1.675 
13.309	18.28	14.9	13.326	6.173	5.797 
15.586	18.281	16.943	14.564	6.361	1.517 
15.133	16.762	20.1	17.982	9.85	3.015 
12.611	14.499	11.949	13.621	15.578	6.215 
15.372	16.76	18.019	17.485	12.195	6.097 
13.151	10.666	18.749	18.6	12.801	5.045 
13.818	14.408	18.49	17.938	11.663	3.073 
14.882	15.171	15.287	13.272	15.628	2.531 
11.434	17.757	15.322	16.133	6.309	1.543 
11.666	16.653	15.046	23.678	10.068	5.73 
11.848	15.912	14.456	16.155	6.149	1.782 
11.143	15.919	14.663	13.195	13.152	5.503 
16.222	14.491	15.413	15.161	10.635	3.387 
15.288	17.784	12.977	11.355	19.938	7.113 
8.342000000000001	12.782	8.775	16.382	10.78	6.27 
22.511	19.404	18.782	17.641	5.515	-1.769 
18.468	19.32	17.265	16.765	9.295999999999999	-1.168 
15.708	17.341	10.166	11.813	8.856999999999999	4.898 
14.446	15.801	14.312	14.593	7.418	2.773 
19.097	17.829	14.749	18.475	10.189	6.1 
16.775	13.191	14.365	11.268	8.861000000000001	7.566 
10.256	13.617	14.771	13.657	10.581	5.77 
11.88	17.913	9.372	10.363	5.296	1.934 
12.897	16.688	15.888	16.796	10.763	8.2E-02 
12.793	17.155	16.874	13.566	11.591	1.824 
16.335	14.058	16.634	17.438	9.673999999999999	5.117 
10.691	13.146	14.747	13.206	10.337	1.81 
13.689	18.409	13.073	16.168	13.757	2.864 
15.382	16.245	16.377	18.374	7.422	1.975 
11.922	14.409	12.11	13.611	6.606	2.093 
15.575	18.171	12.568	16.323	7.428	2.349 
11.215	14.597	11.281	12.573	8.683	3.86 
14.474	12.117	17.238	18.096	13.217	6.299 
11.645	17.426	16.277	21.092	13.102	2.066 
14.191	14.945	16.544	14.088	11.628	4.518 
14.764	13.338	12.968	11.224	12.789	6.902 
12.982	13.996	11.227	12.723	13.911	2.417 
11.167	11.027	13.545	16.572	11.558	6.089 
16.861	17.547	19.552	15.65	7.371	4.167 
8.597	13.932	9.871	12.873	9.881	3.563 
10.834	10.675	13.948	16.743	9.247999999999999	0.852 
13.42	14.86	15.95	15.499	9.170999999999999	3.939 
12.148	16.87	11.441	15.407	12.941	3.229 
14.285	15.357	16.532	16.379	10.489	4.366 
9.189	14.589	10.839	14.548	13.722	6.447 
17.054	14.497	9.08	13.976	10.134	3.258 
10.057	13.33	11.173	12.542	19.78	6.785 
15.958	17.274	18.468	17.779	6.579	1.808 
14.135	12.402	13.886	11.707	10.567	3.809 
16.789	15.718	13.709	13.76	6.276	0.6870000000000001 
17.694	16.305	21.553	17.465	15.927	4.652 
13.179	13.571	12.626	15.761	11.311	4.748 
16.65	14.634	15.119	13.904	8.223000000000001	3.075 
12.377	12.708	11.242	13.978	8.128	2.603 
10.226	11.657	11.142	15.301	11.524	4.809 
18.493	16.851	19.996	15.897	3.12	1.756 
13.541	17.919	19.831	17.981	12.313	2.085 
13.123	13.219	16.127	18.72	11.883	6.2 
18.443	17.779	12.658	17.786	8.465	5.3 
9.743	11.187	14.649	14.44	15.446	5.621 
13.763	11.743	15.319	15.091	8.654	0.62 
13.568	15.075	13.211	14.405	7.297	3.862 
13.048	14.002	11.996	12.947	6.457	-2.004 
12.688	11.796	10.765	9.584	15.584	6.263 
12.698	11.026	5.46	4.514	14.97	7.46 
19.234	17.095	20.873	16.485	11.84	4.504 
21.455	17.945	13.945	14.879	10.543	1.272 
16.386	17.909	13.444	12.968	12.574	5.313 
8.188000000000001	12.039	14.537	12.089	12.338	2.819 
11.795	13.245	13.27	14.679	9.228999999999999	-9.9E-02 
16.137	11.857	12.501	15.185	13.931	7.106 
15.361	16.207	14.575	13.901	11.675	2.71 
10.757	9.554	10.3	14.539	14.127	5.241 
9.672000000000001	7.89	10.138	8.661	13.911	1.607 
11.72	10.839	10.568	12.197	16.005	6.486 
16.399	18.463	12.31	13.561	10.938	1.796 
12.298	14.196	12.097	13.635	15.398	0.473 
12.218	18.599	15.894	18.447	2.477	0.855 
12.926	15.149	11.166	12.835	13.656	4.706 
14.313	13.582	18.438	18.569	14.076	7.746 
14.153	16.17	19.286	19.225	6.996	1.022 
17.887	16.868	11.131	12.486	6.459	3.048 
11.273	11.128	11.85	13.559	12.436	2.538 
13.029	12.724	15.574	16.547	10.488	5.12 
11.963	17.93	16.318	14.826	10.266	6.302 
14.599	15.344	10.744	11.799	12.923	2.283 
12.573	12.738	11.029	12.802	5.935	-1.016 
15.809	15.107	12.195	11.762	12.875	4.632 
17.712	18.899	13.808	18.425	10.879	2.819 
5.334	9.234	12.213	12.161	9.118	7.257 
13.911	12.15	18.662	16.837	12.598	5.242 
7.6	6.662	9.211	9.673	17.691	4.14 
11.557	15.009	12.939	15.171	9.143000000000001	3.543 
20.761	18.521	18.679	15.031	7.035	3.259 
15.257	14.08	17.388	19.409	9.16	3.959 
12.367	17.535	14.752	18.954	4.244	1.205 
15.764	16.311	19.296	16.209	10.196	5.079 
11.445	9.670999999999999	15.708	12.928	10.147	2.985 
16.113	18.816	17.055	16.756	12.093	2.793 
15.797	12.976	11.812	14.664	10.998	3.028 
8.851000000000001	11.95	6.727	12.428	12.607	2.683 
10.211	13.494	12.069	13.315	11.624	1.669 
17.391	18.284	12.866	13.251	10.741	2.167 
6.753	7.741	7.46	12.444	12.952	5.865 
18.623	19.747	15.348	15.341	10.169	0.981 
10.445	14.295	14.317	16.609	12.696	2.502 
13.707	20.147	11.732	13.062	2.695	1.438 
14.465	14.579	13.512	14.593	10.305	3.408 
14.116	13.069	20.43	14.088	11.145	7.5E-02 
10.809	13.719	9.558	10.038	12.411	5.021 
12.514	11.456	10.461	10.523	4.758	1.97 
13.393	20.426	17.446	16.607	4.793	0.261 
9.250999999999999	14.322	12.595	13.924	13.634	3.632 
13.383	12.626	10.857	13.66	11.142	6.138 
11.763	11.124	14.413	14.933	10.485	3.504 
14.942	13.916	11.08	14.513	11.306	3.277 
15.674	15.646	14.439	17.618	11.404	1.998 
15.565	17.45	16.622	16.369	10.516	4.475 
8.487	10.915	14.599	15.923	7.383	4.683 
12.916	15.398	17.961	19.542	14.592	2.827 
19.418	15.431	14.402	11.813	14.604	3.444 
16.818	19.85	12.649	16.504	8.759	3.427 
14.455	11.251	10.674	8.766	16.579	7.345 
10.796	9.445	11.95	9.657	15.647	8.630000000000001 
12.755	16.768	15.209	18.083	9.451000000000001	4.701 
13.132	12.855	14.485	15.021	8.759	4.291 
18.938	20.342	22.277	16.587	4.005	-0.66 
13.726	14.587	18.279	14.256	3.536	-0.587 
16.569	15.472	18.4	15.86	9.249000000000001	3.971 
13.374	12.838	11.003	13.873	13.228	7.019 
7.512	11.755	7.638	12.915	10.868	6.71 
17.069	15.904	13.023	14.999	10.556	2.466 
14.657	17.316	13.879	16.288	11.882	4.761 
14.069	15.403	11.799	14.218	10.648	3.094 
14.609	14.451	16.956	14.551	11.594	0.533 
13.531	16.073	9.504	9.69	13.606	4.684 
9.654999999999999	11.464	9.231	12.066	10.557	2.002 
5.997	16.577	14.356	15.85	14.842	5.478 
14.247	14.564	14.407	17.737	6.986	2.607 
19.38	15.072	18.078	16.433	6.989	1.225 
11.366	13.251	8.321	7.432	14.227	5.14 
13.076	13.076	14.292	11.403	12.117	4.042 
9.69	13.786	8.122	14.738	13.484	2.552 
19.663	19.353	14.443	15.59	8.039999999999999	1.976 
10.241	13.12	14.822	12.98	11.155	7.754 
11.634	13.993	11.72	13.41	17.328	6.365 
14.408	16.064	9.878	15.509	8.06	6.475 
16.609	14.873	13.279	14.978	9.077999999999999	2.736 
14.794	15.17	13.916	12.924	8.82	3.002 
6.945	7.562	10.8	13.256	14.109	2.487 
16.065	13.439	15.057	15.739	8.430999999999999	-7.5E-02 
17.226	19.598	13.419	19.998	5.606	-0.774 
14.088	11.75	13.064	13.144	13.999	4.584 
10.301	16.735	11.783	14.15	7.862	1.55 
12.945	10.69	11.655	11.404	8.551	1.173 
11.456	15.348	12.749	17.981	12.827	2.122 
10.973	11.096	15.071	13.074	13.357	6.464 
17.024	15.217	14.392	13.865	11.558	5.719 
15.775	16.909	15.21	15.655	4.946	3.182 
12.117	14.495	17.49	17.015	11.941	3.412 
9.013999999999999	12.285	8.16	15.904	17.766	5.668 
14.417	14.545	14.443	15.899	9.343	4.727 
14.37	15.183	11.149	14.178	7.208	1.553 
18.345	20.482	18.923	18.509	12.946	5.938 
13.01	11.154	8.298	11.374	11.621	4.556 
11.699	12.776	9.385999999999999	15.102	5.431	3.583 
11.423	11.13	17.84	17.778	14.473	6.672 
10.717	16.922	7.972	12.659	12.396	6.281 
14.097	15.757	17.74	15.084	11.039	3.783 
14.725	14.321	12.485	16.681	13.656	3.877 
11.179	14.598	18.212	14.695	10.094	4.795 
20.608	19.752	16.935	16.748	10.728	3.672 
12.436	16.886	15.338	17.689	11.748	4.474 
16.747	14.748	11.206	16.268	10.49	1.789 
12.992	12.991	13.278	15.253	11.752	6.786 
10.402	16.768	11.682	12.777	11.721	3.615 
13.318	16.11	16.293	15.587	9.202999999999999	2.887 
12.495	13.426	10.862	15.619	12.915	4.979 
15.652	13.66	20.687	15.936	12.861	3.618 
14.144	17.346	10.661	17.833	13.188	2.539 
16.411	14.876	19.769	15.668	16.683	6.838 
14.696	14.078	11.701	11.866	10.724	5.307 
11.01	10.461	16.034	15.86	11.37	3.527 
11.973	11.454	7.491	16.224	10.436	6.551 
8.43	9.888	11.467	16.486	9.59	6.71 
12.228	10.53	10.605	10.594	10.357	0.718 
6.198	12.576	10.465	13.604	10.404	3.583 
14.078	8.621	12.028	13.035	12.131	3.469 
23.758	22.198	19.976	18.349	9.337999999999999	4.277 
14.589	14.132	14.112	14.835	8.244	4.871 
